,start,end,chr,karyo_band,chr_arm,numeric_chr,cytoband,geneID,geneIDversion
CEND1,787104.0,790123.0,11,11p15.5,11p,11,p15.5,ENSG00000184524,ENSG00000184524.5
SLC25A22,790475.0,798316.0,11,11p15.5,11p,11,p15.5,ENSG00000177542,ENSG00000177542.6
PIDD,799179.0,809753.0,11,11p15.5,11p,11,p15.5,ENSG00000177595,ENSG00000177595.13
RPLP2,809647.0,812880.0,11,11p15.5,11p,11,p15.5,ENSG00000177600,ENSG00000177600.4
SNORA52,811681.0,811814.0,11,11p15.5,11p,11,p15.5,ENSG00000199785,ENSG00000199785.1
PNPLA2,818902.0,825573.0,11,11p15.5,11p,11,p15.5,ENSG00000177666,ENSG00000177666.11
CD151,832843.0,839831.0,11,11p15.5,11p,11,p15.5,ENSG00000177697,ENSG00000177697.13
EFCAB4A,826144.0,831991.0,11,11p15.5,11p,11,p15.5,ENSG00000177685,ENSG00000177685.12
POLR2L,837356.0,842545.0,11,11p15.5,11p,11,p15.5,ENSG00000177700,ENSG00000177700.5
TSPAN4,842808.0,867116.0,11,11p15.5,11p,11,p15.5,ENSG00000214063,ENSG00000214063.6
CHID1,867357.0,915058.0,11,11p15.5,11p,11,p15.5,ENSG00000177830,ENSG00000177830.13
AP2A2,924894.0,1012239.0,11,11p15.5,11p,11,p15.5,ENSG00000183020,ENSG00000183020.9
MUC6,1012821.0,1036706.0,11,11p15.5,11p,11,p15.5,ENSG00000184956,ENSG00000184956.11
MUC2,1074875.0,1104419.0,11,11p15.5,11p,11,p15.5,ENSG00000198788,ENSG00000198788.7
MUC5AC,1151580.0,1222364.0,11,11p15.5,11p,11,p15.5,ENSG00000215182,ENSG00000215182.6
MUC5B,1244296.0,1283406.0,11,11p15.5,11p,11,p15.5,ENSG00000117983,ENSG00000117983.13
TOLLIP,1295601.0,1330884.0,11,11p15.5,11p,11,p15.5,ENSG00000078902,ENSG00000078902.11
BRSK2,1411129.0,1483919.0,11,11p15.5,11p,11,p15.5,ENSG00000174672,ENSG00000174672.11
MOB2,1490687.0,1522477.0,11,11p15.5,11p,11,p15.5,ENSG00000182208,ENSG00000182208.8
DUSP8,1575274.0,1593150.0,11,11p15.5,11p,11,p15.5,ENSG00000184545,ENSG00000184545.6
CTSD,1773982.0,1785222.0,11,11p15.5,11p,11,p15.5,ENSG00000117984,ENSG00000117984.8
FAM99A,1686827.0,1689086.0,11,11p15.5,11p,11,p15.5,ENSG00000205866,ENSG00000205866.2
FAM99B,1704499.0,1706859.0,11,11p15.5,11p,11,p15.5,ENSG00000205865,ENSG00000205865.4
IFITM10,1753640.0,1771821.0,11,11p15.5,11p,11,p15.5,ENSG00000244242,ENSG00000244242.1
LSP1|ENSG00000130592.9,1874200.0,1913497.0,11,11p15.5,11p,11,p15.5,ENSG00000130592,ENSG00000130592.9
MIR4298,1880694.0,1880766.0,11,11p15.5,11p,11,p15.5,ENSG00000264493,ENSG00000264493.1
SYT8,1848709.0,1858751.0,11,11p15.5,11p,11,p15.5,ENSG00000149043,ENSG00000149043.12
TNNI2,1860219.0,1862910.0,11,11p15.5,11p,11,p15.5,ENSG00000130598,ENSG00000130598.11
C11orf89,1910375.0,1912084.0,11,11p15.5,11p,11,p15.5,ENSG00000184682,ENSG00000184682.5
TNNT3,1940792.0,1959936.0,11,11p15.5,11p,11,p15.5,ENSG00000130595,ENSG00000130595.12
MRPL23,1968508.0,2005752.0,11,11p15.5,11p,11,p15.5,ENSG00000214026,ENSG00000214026.6
H19,2016406.0,2022700.0,11,11p15.5,11p,11,p15.5,ENSG00000130600,ENSG00000130600.11
IGF2,2150342.0,2170833.0,11,11p15.5,11p,11,p15.5,ENSG00000167244,ENSG00000167244.13
MIR483,2155364.0,2155439.0,11,11p15.5,11p,11,p15.5,ENSG00000207805,ENSG00000207805.1
INS,2181009.0,2182571.0,11,11p15.5,11p,11,p15.5,ENSG00000254647,ENSG00000254647.2
MIR4686,2194293.0,2194368.0,11,11p15.5,11p,11,p15.5,ENSG00000265258,ENSG00000265258.1
TH,2185159.0,2193107.0,11,11p15.5,11p,11,p15.5,ENSG00000180176,ENSG00000180176.10
ASCL2,2289725.0,2292182.0,11,11p15.5,11p,11,p15.5,ENSG00000183734,ENSG00000183734.4
C11orf21,2316875.0,2324279.0,11,11p15.5,11p,11,p15.5,ENSG00000110665,ENSG00000110665.7
TSPAN32,2323227.0,2339430.0,11,11p15.5,11p,11,p15.5,ENSG00000064201,ENSG00000064201.11
RPL26P30,2356362.0,2357006.0,11,11p15.5,11p,11,p15.5,ENSG00000236264,ENSG00000236264.3
CD81,2397407.0,2418649.0,11,11p15.5,11p,11,p15.5,ENSG00000110651,ENSG00000110651.7
TRPM5,2425745.0,2444275.0,11,11p15.5,11p,11,p15.5,ENSG00000070985,ENSG00000070985.9
TSSC4,2421718.0,2425106.0,11,11p15.5,11p,11,p15.5,ENSG00000184281,ENSG00000184281.10
KCNQ1,2465914.0,2870339.0,11,11p15.5,11p,11,p15.5,ENSG00000053918,ENSG00000053918.11
KCNQ1OT1,2629558.0,2721224.0,11,11p15.5,11p,11,p15.5,ENSG00000269821,ENSG00000269821.1
KCNQ1DN,2891263.0,2893335.0,11,11p15.4,11p,11,p15.4,ENSG00000237941,ENSG00000237941.2
CDKN1C,2904443.0,2907111.0,11,11p15.4,11p,11,p15.4,ENSG00000129757,ENSG00000129757.8
SLC22A18AS,2909010.0,2924970.0,11,11p15.4,11p,11,p15.4,ENSG00000254827,ENSG00000254827.1
SLC22A18,2920951.0,2946476.0,11,11p15.4,11p,11,p15.4,ENSG00000110628,ENSG00000110628.9
PHLDA2,2949503.0,2950685.0,11,11p15.4,11p,11,p15.4,ENSG00000181649,ENSG00000181649.5
NAP1L4,2965667.0,3013607.0,11,11p15.4,11p,11,p15.4,ENSG00000205531,ENSG00000205531.8
SNORA54,2985001.0,2985123.0,11,11p15.4,11p,11,p15.4,ENSG00000207008,ENSG00000207008.1
CARS,3022152.0,3078843.0,11,11p15.4,11p,11,p15.4,ENSG00000110619,ENSG00000110619.12
OSBPL5,3108346.0,3187969.0,11,11p15.4,11p,11,p15.4,ENSG00000021762,ENSG00000021762.15
MRGPRE,3248928.0,3253616.0,11,11p15.4,11p,11,p15.4,ENSG00000184350,ENSG00000184350.8
MRGPRG,3239174.0,3240043.0,11,11p15.4,11p,11,p15.4,ENSG00000182170,ENSG00000182170.3
ZNF195,3360491.0,3400448.0,11,11p15.4,11p,11,p15.4,ENSG00000005801,ENSG00000005801.12
TSSC2,3402191.0,3430208.0,11,11p15.4,11p,11,p15.4,ENSG00000223756,ENSG00000223756.2
TRPC2,3631131.0,3658789.0,11,11p15.4,11p,11,p15.4,ENSG00000182048,ENSG00000182048.7
ART1,3666358.0,3685646.0,11,11p15.4,11p,11,p15.4,ENSG00000129744,ENSG00000129744.2
ART5,3659733.0,3663546.0,11,11p15.4,11p,11,p15.4,ENSG00000167311,ENSG00000167311.9
CHRNA10,3686817.0,3692614.0,11,11p15.4,11p,11,p15.4,ENSG00000129749,ENSG00000129749.3
NUP98,3692313.0,3819022.0,11,11p15.4,11p,11,p15.4,ENSG00000110713,ENSG00000110713.11
snoU13|ENSG00000238686.1,3713273.0,3713375.0,11,11p15.4,11p,11,p15.4,ENSG00000238686,ENSG00000238686.1
PGAP2,3818954.0,3847601.0,11,11p15.4,11p,11,p15.4,ENSG00000148985,ENSG00000148985.15
RHOG,3848208.0,3862213.0,11,11p15.4,11p,11,p15.4,ENSG00000177105,ENSG00000177105.9
MIR4687,3877292.0,3877371.0,11,11p15.4,11p,11,p15.4,ENSG00000263421,ENSG00000263421.1
STIM1,3875757.0,4114439.0,11,11p15.4,11p,11,p15.4,ENSG00000167323,ENSG00000167323.5
SNORA7|ENSG00000206976.1,3943797.0,3943933.0,11,11p15.4,11p,11,p15.4,ENSG00000206976,ENSG00000206976.1
RRM1,4115937.0,4160106.0,11,11p15.4,11p,11,p15.4,ENSG00000167325,ENSG00000167325.10
OR52B4,4388493.0,4389616.0,11,11p15.4,11p,11,p15.4,ENSG00000221996,ENSG00000221996.2
TRIM21,4406127.0,4414926.0,11,11p15.4,11p,11,p15.4,ENSG00000132109,ENSG00000132109.8
OR52K2,4470525.0,4471591.0,11,11p15.4,11p,11,p15.4,ENSG00000181963,ENSG00000181963.5
OR52K1,4510109.0,4511138.0,11,11p15.4,11p,11,p15.4,ENSG00000196778,ENSG00000196778.2
OR52M1,4566421.0,4567374.0,11,11p15.4,11p,11,p15.4,ENSG00000197790,ENSG00000197790.1
C11orf40,4592653.0,4599050.0,11,11p15.4,11p,11,p15.4,ENSG00000171987,ENSG00000171987.1
OR52I2,4608021.0,4609135.0,11,11p15.4,11p,11,p15.4,ENSG00000226288,ENSG00000226288.1
OR52I1,4615037.0,4616243.0,11,11p15.4,11p,11,p15.4,ENSG00000232268,ENSG00000232268.4
TRIM68,4619902.0,4629489.0,11,11p15.4,11p,11,p15.4,ENSG00000167333,ENSG00000167333.8
OR51D1,4660945.0,4662068.0,11,11p15.4,11p,11,p15.4,ENSG00000197428,ENSG00000197428.2
OR51E1,4664650.0,4676718.0,11,11p15.4,11p,11,p15.4,ENSG00000180785,ENSG00000180785.8
OR51E2,4701401.0,4719084.0,11,11p15.4,11p,11,p15.4,ENSG00000167332,ENSG00000167332.7
OR51C1P,4711988.0,4713394.0,11,11p15.4,11p,11,p15.4,ENSG00000197674,ENSG00000197674.4
MMP26,4726157.0,5013659.0,11,11p15.4,11p,11,p15.4,ENSG00000167346,ENSG00000167346.3
SNORA62|ENSG00000201980.1,4777875.0,4778027.0,11,11p15.4,11p,11,p15.4,ENSG00000201980,ENSG00000201980.1
OR51F1,4790209.0,4791168.0,11,11p15.4,11p,11,p15.4,ENSG00000188069,ENSG00000188069.3
OR52R1,4824663.0,4825847.0,11,11p15.4,11p,11,p15.4,ENSG00000176937,ENSG00000176937.8
OR51F2,4842551.0,4843686.0,11,11p15.4,11p,11,p15.4,ENSG00000176925,ENSG00000176925.5
OR51S1,4869427.0,4870514.0,11,11p15.4,11p,11,p15.4,ENSG00000176922,ENSG00000176922.2
OR51H1P,4880886.0,4881794.0,11,11p15.4,11p,11,p15.4,ENSG00000176904,ENSG00000176904.1
OR51T1,4903049.0,4904113.0,11,11p15.4,11p,11,p15.4,ENSG00000176900,ENSG00000176900.2
OR51A7,4928600.0,4929538.0,11,11p15.4,11p,11,p15.4,ENSG00000176895,ENSG00000176895.8
OR51G2,4935900.0,4936922.0,11,11p15.4,11p,11,p15.4,ENSG00000176893,ENSG00000176893.3
OR51G1,4944531.0,4945637.0,11,11p15.4,11p,11,p15.4,ENSG00000176879,ENSG00000176879.2
OR51A2,4976002.0,4976943.0,11,11p15.4,11p,11,p15.4,ENSG00000205496,ENSG00000205496.1
OR51A4,4967355.0,4968356.0,11,11p15.4,11p,11,p15.4,ENSG00000205497,ENSG00000205497.2
OR51L1,5020213.0,5021160.0,11,11p15.4,11p,11,p15.4,ENSG00000176798,ENSG00000176798.1
OR52J3,5067756.0,5068691.0,11,11p15.4,11p,11,p15.4,ENSG00000205495,ENSG00000205495.1
OR52E2,5079880.0,5080857.0,11,11p15.4,11p,11,p15.4,ENSG00000176787,ENSG00000176787.2
OR52A4,5141849.0,5145743.0,11,11p15.4,11p,11,p15.4,ENSG00000205494,ENSG00000205494.5
OR52A5,5152922.0,5153872.0,11,11p15.4,11p,11,p15.4,ENSG00000171944,ENSG00000171944.1
OR52A1,5172239.0,5207612.0,11,11p15.4,11p,11,p15.4,ENSG00000182070,ENSG00000182070.4
OR51V1,5220965.0,5221930.0,11,11p15.4,11p,11,p15.4,ENSG00000176742,ENSG00000176742.1
HBB,5246694.0,5250625.0,11,11p15.4,11p,11,p15.4,ENSG00000244734,ENSG00000244734.2
HBD,5253908.0,5256600.0,11,11p15.4,11p,11,p15.4,ENSG00000223609,ENSG00000223609.3
HBBP1,5263184.0,5264767.0,11,11p15.4,11p,11,p15.4,ENSG00000229988,ENSG00000229988.1
HBG1,5269313.0,5271122.0,11,11p15.4,11p,11,p15.4,ENSG00000213934,ENSG00000213934.5
HBG2,5274420.0,5667019.0,11,11p15.4,11p,11,p15.4,ENSG00000196565,ENSG00000196565.8
HBE1,5289582.0,5526847.0,11,11p15.4,11p,11,p15.4,ENSG00000213931,ENSG00000213931.1
OR51B4,5322244.0,5323226.0,11,11p15.4,11p,11,p15.4,ENSG00000183251,ENSG00000183251.3
OR51B2,5344541.0,5345582.0,11,11p15.4,11p,11,p15.4,ENSG00000184881,ENSG00000184881.2
OR51B5,5363744.0,5364809.0,11,11p15.4,11p,11,p15.4,ENSG00000242180,ENSG00000242180.2
OR51B6,5372738.0,5373676.0,11,11p15.4,11p,11,p15.4,ENSG00000176239,ENSG00000176239.7
OR51M1,5410607.0,5411664.0,11,11p15.4,11p,11,p15.4,ENSG00000184698,ENSG00000184698.3
OR51J1,5423827.0,5424777.0,11,11p15.4,11p,11,p15.4,ENSG00000184321,ENSG00000184321.1
OR51Q1,5443341.0,5444436.0,11,11p15.4,11p,11,p15.4,ENSG00000167360,ENSG00000167360.4
OR51I1,5461800.0,5462744.0,11,11p15.4,11p,11,p15.4,ENSG00000167359,ENSG00000167359.8
OR51I2,5474638.0,5475707.0,11,11p15.4,11p,11,p15.4,ENSG00000187918,ENSG00000187918.3
OR52D1,5509915.0,5510979.0,11,11p15.4,11p,11,p15.4,ENSG00000181609,ENSG00000181609.5
UBQLN3,5528530.0,5531215.0,11,11p15.4,11p,11,p15.4,ENSG00000175520,ENSG00000175520.8
UBQLNL,5535623.0,5537935.0,11,11p15.4,11p,11,p15.4,ENSG00000175518,ENSG00000175518.6
OR52H1,5565719.0,5566779.0,11,11p15.4,11p,11,p15.4,ENSG00000181616,ENSG00000181616.7
OR52B6,5602107.0,5603114.0,11,11p15.4,11p,11,p15.4,ENSG00000187747,ENSG00000187747.2
TRIM6,5617339.0,5634188.0,11,11p15.4,11p,11,p15.4,ENSG00000121236,ENSG00000121236.15
TRIM34,5640994.0,5665628.0,11,11p15.4,11p,11,p15.4,ENSG00000258659,ENSG00000258659.2
TRIM5,5684425.0,5959849.0,11,11p15.4,11p,11,p15.4,ENSG00000132256,ENSG00000132256.14
TRIM22,5710919.0,5758319.0,11,11p15.4,11p,11,p15.4,ENSG00000132274,ENSG00000132274.11
OR56B1,5757681.0,5758768.0,11,11p15.4,11p,11,p15.4,ENSG00000181023,ENSG00000181023.5
OR52N4,5775923.0,5776959.0,11,11p15.4,11p,11,p15.4,ENSG00000181074,ENSG00000181074.3
OR52N1,5809084.0,5810046.0,11,11p15.4,11p,11,p15.4,ENSG00000181001,ENSG00000181001.1
OR52N5,5798864.0,5799897.0,11,11p15.4,11p,11,p15.4,ENSG00000181009,ENSG00000181009.4
OR52N2,5841544.0,5842578.0,11,11p15.4,11p,11,p15.4,ENSG00000180988,ENSG00000180988.2
OR52E6,5862158.0,5863182.0,11,11p15.4,11p,11,p15.4,ENSG00000205409,ENSG00000205409.3
OR52E4,5905501.0,5906527.0,11,11p15.4,11p,11,p15.4,ENSG00000180974,ENSG00000180974.2
OR52E8,5877904.0,5878964.0,11,11p15.4,11p,11,p15.4,ENSG00000183269,ENSG00000183269.5
OR56A3,5968570.0,5969591.0,11,11p15.4,11p,11,p15.4,ENSG00000184478,ENSG00000184478.6
OR52L1,6007122.0,6008215.0,11,11p15.4,11p,11,p15.4,ENSG00000183313,ENSG00000183313.4
OR56A1,6047901.0,6048971.0,11,11p15.4,11p,11,p15.4,ENSG00000180934,ENSG00000180934.5
OR56A4,6023216.0,6024424.0,11,11p15.4,11p,11,p15.4,ENSG00000183389,ENSG00000183389.4
OR56B4,6128914.0,6130065.0,11,11p15.4,11p,11,p15.4,ENSG00000180919,ENSG00000180919.3
RNA5SP329,6038226.0,6038344.0,11,11p15.4,11p,11,p15.4,ENSG00000202147,ENSG00000202147.1
OR52B2,6190560.0,6191638.0,11,11p15.4,11p,11,p15.4,ENSG00000255307,ENSG00000255307.1
OR52W1,6220376.0,6221489.0,11,11p15.4,11p,11,p15.4,ENSG00000175485,ENSG00000175485.2
C11orf42,6226796.0,6232362.0,11,11p15.4,11p,11,p15.4,ENSG00000180878,ENSG00000180878.2
FAM160A2,6232565.0,6255941.0,11,11p15.4,11p,11,p15.4,ENSG00000051009,ENSG00000051009.6
CNGA4,6255995.0,6265659.0,11,11p15.4,11p,11,p15.4,ENSG00000132259,ENSG00000132259.8
CCKBR,6280966.0,6293357.0,11,11p15.4,11p,11,p15.4,ENSG00000110148,ENSG00000110148.5
PRKCDBP,6340176.0,6341877.0,11,11p15.4,11p,11,p15.4,ENSG00000170955,ENSG00000170955.9
APBB1,6416355.0,6440644.0,11,11p15.4,11p,11,p15.4,ENSG00000166313,ENSG00000166313.14
SMPD1,6411655.0,6416228.0,11,11p15.4,11p,11,p15.4,ENSG00000166311,ENSG00000166311.5
HPX,6452279.0,6463847.0,11,11p15.4,11p,11,p15.4,ENSG00000110169,ENSG00000110169.6
TRIM3,6469843.0,6495689.0,11,11p15.4,11p,11,p15.4,ENSG00000110171,ENSG00000110171.14
ARFIP2,6496910.0,6502666.0,11,11p15.4,11p,11,p15.4,ENSG00000132254,ENSG00000132254.8
TIMM10B,6502677.0,6505909.0,11,11p15.4,11p,11,p15.4,ENSG00000132286,ENSG00000132286.7
DNHD1,6518490.0,6614988.0,11,11p15.4,11p,11,p15.4,ENSG00000179532,ENSG00000179532.8
RRP8,6616305.0,6624850.0,11,11p15.4,11p,11,p15.4,ENSG00000132275,ENSG00000132275.6
ILK,6624961.0,6632102.0,11,11p15.4,11p,11,p15.4,ENSG00000166333,ENSG00000166333.9
TAF10,6627526.0,6633898.0,11,11p15.4,11p,11,p15.4,ENSG00000166337,ENSG00000166337.5
TPP1,6634000.0,6640692.0,11,11p15.4,11p,11,p15.4,ENSG00000166340,ENSG00000166340.10
DCHS1,6642556.0,6677085.0,11,11p15.4,11p,11,p15.4,ENSG00000166341,ENSG00000166341.6
MRPL17,6702013.0,6704632.0,11,11p15.4,11p,11,p15.4,ENSG00000158042,ENSG00000158042.8
GVINP1,6734767.0,6767670.0,11,11p15.4,11p,11,p15.4,ENSG00000254838,ENSG00000254838.4
OR2AG2,6789218.0,6790286.0,11,11p15.4,11p,11,p15.4,ENSG00000188124,ENSG00000188124.2
OR2AG1,6806248.0,6807245.0,11,11p15.4,11p,11,p15.4,ENSG00000170803,ENSG00000170803.4
OR6A2,6815756.0,6817128.0,11,11p15.4,11p,11,p15.4,ENSG00000184933,ENSG00000184933.3
OR10A5,6866883.0,6867936.0,11,11p15.4,11p,11,p15.4,ENSG00000166363,ENSG00000166363.4
OR10A2,6890924.0,6891976.0,11,11p15.4,11p,11,p15.4,ENSG00000170790,ENSG00000170790.4
OR10A4,6897856.0,6898850.0,11,11p15.4,11p,11,p15.4,ENSG00000170782,ENSG00000170782.3
OR2D2,6912721.0,6913830.0,11,11p15.4,11p,11,p15.4,ENSG00000166368,ENSG00000166368.2
OR2D3,6942205.0,6943264.0,11,11p15.4,11p,11,p15.4,ENSG00000178358,ENSG00000178358.3
ZNF215,6947635.0,7005863.0,11,11p15.4,11p,11,p15.4,ENSG00000149054,ENSG00000149054.10
ZNF214,7020549.0,7041599.0,11,11p15.4,11p,11,p15.4,ENSG00000149050,ENSG00000149050.5
NLRP14,7041677.0,7092539.0,11,11p15.4,11p,11,p15.4,ENSG00000158077,ENSG00000158077.4
RBMXL2,7110165.0,7112379.0,11,11p15.4,11p,11,p15.4,ENSG00000170748,ENSG00000170748.5
MIR302E,7255997.0,7256068.0,11,11p15.4,11p,11,p15.4,ENSG00000221703,ENSG00000221703.1
SYT9,7260009.0,7490273.0,11,11p15.4,11p,11,p15.4,ENSG00000170743,ENSG00000170743.12
OLFML1,7506619.0,7532608.0,11,11p15.4,11p,11,p15.4,ENSG00000183801,ENSG00000183801.3
PPFIBP2,7534529.0,7678358.0,11,11p15.4,11p,11,p15.4,ENSG00000166387,ENSG00000166387.7
CYB5R2,7686331.0,7698453.0,11,11p15.4,11p,11,p15.4,ENSG00000166394,ENSG00000166394.10
OVCH2,7710669.0,7727968.0,11,11p15.4,11p,11,p15.4,ENSG00000183378,ENSG00000183378.7
OR10AB1P,7749632.0,7750935.0,11,11p15.4,11p,11,p15.4,ENSG00000176716,ENSG00000176716.3
OR5P2,7817452.0,7818520.0,11,11p15.4,11p,11,p15.4,ENSG00000183303,ENSG00000183303.2
OR5P3,7846584.0,7847519.0,11,11p15.4,11p,11,p15.4,ENSG00000182334,ENSG00000182334.1
OR10A6,7949180.0,7950209.0,11,11p15.4,11p,11,p15.4,ENSG00000175393,ENSG00000175393.2
OR10A3,7960081.0,7961141.0,11,11p15.4,11p,11,p15.4,ENSG00000170683,ENSG00000170683.5
NLRP10,7980971.0,7986973.0,11,11p15.4,11p,11,p15.4,ENSG00000182261,ENSG00000182261.3
EIF3F,7991798.0,8023409.0,11,11p15.4,11p,11,p15.4,ENSG00000175390,ENSG00000175390.8
TUB,8040791.0,8127659.0,11,11p15.4,11p,11,p15.4,ENSG00000166402,ENSG00000166402.4
RIC3,8127597.0,8190602.0,11,11p15.4,11p,11,p15.4,ENSG00000166405,ENSG00000166405.10
LMO1,8245851.0,8290263.0,11,11p15.4,11p,11,p15.4,ENSG00000166407,ENSG00000166407.9
STK33,8413418.0,8615836.0,11,11p15.4,11p,11,p15.4,ENSG00000130413,ENSG00000130413.11
SCARNA20|ENSG00000252778.1,8576563.0,8576693.0,11,11p15.4,11p,11,p15.4,ENSG00000252778,ENSG00000252778.1
TRIM66,8633584.0,8693413.0,11,11p15.4,11p,11,p15.4,ENSG00000166436,ENSG00000166436.11
RPL27A,8703958.0,8736306.0,11,11p15.4,11p,11,p15.4,ENSG00000166441,ENSG00000166441.8
SNORA3|ENSG00000200983.1,8705774.0,8705903.0,11,11p15.4,11p,11,p15.4,ENSG00000200983,ENSG00000200983.1
SNORA45,8706986.0,8707116.0,11,11p15.4,11p,11,p15.4,ENSG00000212607,ENSG00000212607.1
ST5,8714898.0,8932498.0,11,11p15.4,11p,11,p15.4,ENSG00000166444,ENSG00000166444.13
RNA5SP330,8866810.0,8866905.0,11,11p15.4,11p,11,p15.4,ENSG00000252905,ENSG00000252905.1
AKIP1,8932686.0,8941631.0,11,11p15.4,11p,11,p15.4,ENSG00000166452,ENSG00000166452.7
C11orf16,8941623.0,8954553.0,11,11p15.4,11p,11,p15.4,ENSG00000176029,ENSG00000176029.9
ASCL3,8959119.0,8964580.0,11,11p15.4,11p,11,p15.4,ENSG00000176009,ENSG00000176009.2
TMEM9B,8968841.0,8986558.0,11,11p15.4,11p,11,p15.4,ENSG00000175348,ENSG00000175348.6
NRIP3,9002123.0,9025596.0,11,11p15.4,11p,11,p15.4,ENSG00000175352,ENSG00000175352.6
SCUBE2,9041071.0,9159661.0,11,11p15.4,11p,11,p15.4,ENSG00000175356,ENSG00000175356.8
MIR5691,9111859.0,9111926.0,11,11p15.4,11p,11,p15.4,ENSG00000264984,ENSG00000264984.1
DENND5A,9160372.0,9286937.0,11,11p15.4,11p,11,p15.4,ENSG00000184014,ENSG00000184014.3
TMEM41B,9302201.0,9336327.0,11,11p15.4,11p,11,p15.4,ENSG00000166471,ENSG00000166471.6
IPO7,9406169.0,9469673.0,11,11p15.4,11p,11,p15.4,ENSG00000205339,ENSG00000205339.5
SNORA23,9450320.0,9450501.0,11,11p15.4,11p,11,p15.4,ENSG00000201998,ENSG00000201998.1
ZNF143,9481866.0,9550071.0,11,11p15.4,11p,11,p15.4,ENSG00000166478,ENSG00000166478.5
RN7SL56P,9602453.0,9602763.0,11,11p15.4,11p,11,p15.4,ENSG00000243869,ENSG00000243869.2
WEE1,9595228.0,9615004.0,11,11p15.4,11p,11,p15.4,ENSG00000166483,ENSG00000166483.6
snoU13|ENSG00000238387.1,9599575.0,9599678.0,11,11p15.4,11p,11,p15.4,ENSG00000238387,ENSG00000238387.1
SWAP70,9685624.0,9774538.0,11,11p15.4,11p,11,p15.4,ENSG00000133789,ENSG00000133789.10
RN7SKP50,9702471.0,9702785.0,11,11p15.4,11p,11,p15.4,ENSG00000201564,ENSG00000201564.1
SBF2,9800214.0,10315754.0,11,11p15.4,11p,11,p15.4,ENSG00000133812,ENSG00000133812.10
ADM,10326227.0,10328944.0,11,11p15.4,11p,11,p15.4,ENSG00000148926,ENSG00000148926.5
AMPD3,10329860.0,10529126.0,11,11p15.4,11p,11,p15.4,ENSG00000133805,ENSG00000133805.11
RNU6ATAC33P,10420739.0,10420864.0,11,11p15.4,11p,11,p15.4,ENSG00000221574,ENSG00000221574.1
MTRNR2L8,10529434.0,10530723.0,11,11p15.4,11p,11,p15.4,ENSG00000255823,ENSG00000255823.1
RNF141,10533225.0,10562777.0,11,11p15.4,11p,11,p15.4,ENSG00000110315,ENSG00000110315.2
LYVE1,10578513.0,10633236.0,11,11p15.4,11p,11,p15.4,ENSG00000133800,ENSG00000133800.4
MRVI1,10594638.0,10715535.0,11,11p15.3,11p,11,p15.3,ENSG00000072952,ENSG00000072952.14
CTR9,10772534.0,10801290.0,11,11p15.3,11p,11,p15.3,ENSG00000198730,ENSG00000198730.3
EIF4G2,10818597.0,10830657.0,11,11p15.3,11p,11,p15.3,ENSG00000110321,ENSG00000110321.11
SNORD97,10823014.0,10823155.0,11,11p15.3,11p,11,p15.3,ENSG00000238622,ENSG00000238622.1
ZBED5,10833621.0,10880343.0,11,11p15.3,11p,11,p15.3,ENSG00000236287,ENSG00000236287.3
GALNT18,11292423.0,11643552.0,11,11p15.3,11p,11,p15.3,ENSG00000110328,ENSG00000110328.5
CSNK2A3,11373489.0,11374904.0,11,11p15.3,11p,11,p15.3,ENSG00000254598,ENSG00000254598.2
MIR4299,11678198.0,11678269.0,11,11p15.3,11p,11,p15.3,ENSG00000266645,ENSG00000266645.1
USP47,11862970.0,11980870.0,11,11p15.3,11p,11,p15.3,ENSG00000170242,ENSG00000170242.13
DKK3,11984653.0,12031316.0,11,11p15.3,11p,11,p15.3,ENSG00000050165,ENSG00000050165.13
MICAL2,12115543.0,12285334.0,11,11p15.3,11p,11,p15.3,ENSG00000133816,ENSG00000133816.9
MICALCL,12297627.0,12380691.0,11,11p15.3,11p,11,p15.3,ENSG00000133808,ENSG00000133808.4
PARVA,12398732.0,12552348.0,11,11p15.3,11p,11,p15.3,ENSG00000197702,ENSG00000197702.7
TEAD1,12695969.0,12966298.0,11,11p15.3,11p,11,p15.3,ENSG00000187079,ENSG00000187079.10
SCARNA16|ENSG00000252329.1,12926364.0,12926535.0,11,11p15.2,11p,11,p15.2,ENSG00000252329,ENSG00000252329.1
LINC00958,12984057.0,13011095.0,11,11p15.2,11p,11,p15.2,ENSG00000251381,ENSG00000251381.2
ARNTL,13298199.0,13408813.0,11,11p15.2,11p,11,p15.2,ENSG00000133794,ENSG00000133794.13
RN7SKP151,13374755.0,13375070.0,11,11p15.2,11p,11,p15.2,ENSG00000222162,ENSG00000222162.1
BTBD10,13409548.0,13484844.0,11,11p15.2,11p,11,p15.2,ENSG00000148925,ENSG00000148925.6
PTH,13513602.0,13517728.0,11,11p15.2,11p,11,p15.2,ENSG00000152266,ENSG00000152266.2
FAR1,13690217.0,13753893.0,11,11p15.2,11p,11,p15.2,ENSG00000197601,ENSG00000197601.8
RNA5SP331,13929031.0,13929137.0,11,11p15.2,11p,11,p15.2,ENSG00000201856,ENSG00000201856.1
SPON1,13983914.0,14289646.0,11,11p15.2,11p,11,p15.2,ENSG00000152268,ENSG00000152268.8
RNA5SP332,14156532.0,14156646.0,11,11p15.2,11p,11,p15.2,ENSG00000212365,ENSG00000212365.1
RRAS2,14299472.0,14386052.0,11,11p15.2,11p,11,p15.2,ENSG00000133818,ENSG00000133818.8
