Gene Symbol,Locus ID,Cytoband,chr,chr_arm
LBX1,10660,10q24.31,10,10q
FLJ41350,399806,10q24.31,10,10q
BTRC,8945,10q24.32,10,10q
POLL,27343,10q24.32,10,10q
DPCD,25911,10q24.32,10,10q
FBXW4,6468,10q24.32,10,10q
MIR3158-1,100422900,10q24.32,10,10q
MIR3158-2,100423033,10q24.32,10,10q
hsa-mir-3158-1,-1373,10q24.32,10,10q
hsa-mir-3158-2,-1373,10q24.32,10,10q
FGF8,2253,10q24.32,10,10q
MGEA5,10724,10q24.32,10,10q
NPM3,10360,10q24.32,10,10q
LOC100289509,100289509,10q24.32,10,10q
KCNIP2,30819,10q24.32,10,10q
C10orf76,79591,10q24.32,10,10q
HPS6,79803,10q24.32,10,10q
LDB1,8861,10q24.32,10,10q
PPRC1,23082,10q24.32,10,10q
NOLC1,9221,10q24.32,10,10q
ELOVL3,83401,10q24.32,10,10q
PITX3,5309,10q24.32,10,10q
GBF1,8729,10q24.32,10,10q
NFKB2,4791,10q24.32,10,10q
PSD,5662,10q24.32,10,10q
FBXL15,79176,10q24.32,10,10q
CUEDC2,79004,10q24.32,10,10q
MIR146B,574447,10q24.32,10,10q
hsa-mir-146b,-1379,10q24.32,10,10q
C10orf95,79946,10q24.32,10,10q
LOC100505761,100505761,10q24.32,10,10q
TMEM180,79847,10q24.32,10,10q
ACTR1A,10121,10q24.32,10,10q
SUFU,51684,10q24.32,10,10q
TRIM8,81603,10q24.32,10,10q
ARL3,403,10q24.32,10,10q
SFXN2,118980,10q24.32,10,10q
C10orf26,54838,10q24.32,10,10q
CYP17A1,1586,10q24.32,10,10q
C10orf32-AS3MT,100528007,10q24.32,10,10q
C10orf32,119032,10q24.32,10,10q
AS3MT,57412,10q24.32,10,10q
CNNM2,54805,10q24.32,10,10q
NT5C2,22978,10q24.32,10,10q
LOC729020,729020,10q24.33,10,10q
INA,9118,10q24.33,10,10q
PCGF6,84108,10q24.33,10,10q
TAF5,6877,10q24.33,10,10q
MIR1307,100302174,10q24.33,10,10q
USMG5,84833,10q24.33,10,10q
hsa-mir-1307,-1387,10q24.33,10,10q
PDCD11,22984,10q24.33,10,10q
CALHM2,51063,10q24.33,10,10q
CALHM1,255022,10q24.33,10,10q
CALHM3,119395,10q24.33,10,10q
NEURL,9148,10q24.33,10,10q
SH3PXD2A,9644,10q24.33,10,10q
LOC100505839,100505839,10q24.33,10,10q
OBFC1,79991,10q24.33,10,10q
SLK,9748,10q24.33,10,10q
COL17A1,1308,10q24.33,10,10q
MIR936,100126326,10q25.1,10,10q
hsa-mir-936,-1392,10q25.1,10,10q
SFR1,119392,10q25.1,10,10q
WDR96,80217,10q25.1,10,10q
MIR609,693194,10q25.1,10,10q
hsa-mir-609,-1393,10q25.1,10,10q
GSTO1,9446,10q25.1,10,10q
MIR4482-1,100616323,10q25.1,10,10q
GSTO2,119391,10q25.1,10,10q
ITPRIP,85450,10q25.1,10,10q
CCDC147,159686,10q25.1,10,10q
SORCS3,22986,10q25.1,10,10q
SORCS1,114815,10q25.1,10,10q
XPNPEP1,7511,10q25.1,10,10q
LOC100505933,100505933,10q25.1,10,10q
ADD3,120,10q25.1,10,10q
MXI1,4601,10q25.2,10,10q
SMNDC1,10285,10q25.2,10,10q
DUSP5,1847,10q25.2,10,10q
SMC3,9126,10q25.2,10,10q
RBM20,282996,10q25.2,10,10q
LOC282997,282997,10q25.2,10,10q
PDCD4,27250,10q25.2,10,10q
BBIP1,92482,10q25.2,10,10q
MIR4680,100616113,10q25.2,10,10q
SHOC2,8036,10q25.2,10,10q
RPL13AP6,644511,10q25.2,10,10q
hsa-mir-548e,-1445,10q25.2,10,10q
ADRA2A,150,10q25.2,10,10q
GPAM,57678,10q25.2,10,10q
TECTB,6975,10q25.2,10,10q
GUCY2GP,390003,10q25.2,10,10q
ACSL5,51703,10q25.2,10,10q
ZDHHC6,64429,10q25.2,10,10q
VTI1A,143187,10q25.2,10,10q
MIR4295,100422909,10q25.2,10,10q
hsa-mir-4295,-1457,10q25.2,10,10q
LOC143188,143188,10q25.2,10,10q
TCF7L2,6934,10q25.2,10,10q
HABP2,3026,10q25.3,10,10q
NRAP,4892,10q25.3,10,10q
CASP7,840,10q25.3,10,10q
C10orf81,79949,10q25.3,10,10q
MIR4483,100616162,10q25.3,10,10q
DCLRE1A,9937,10q25.3,10,10q
NHLRC2,374354,10q25.3,10,10q
ADRB1,153,10q25.3,10,10q
C10orf118,55088,10q25.3,10,10q
MIR2110,100302224,10q25.3,10,10q
TDRD1,56165,10q25.3,10,10q
hsa-mir-2110,-1469,10q25.3,10,10q
VWA2,340706,10q25.3,10,10q
AFAP1L2,84632,10q25.3,10,10q
ABLIM1,3983,10q25.3,10,10q
FAM160B1,57700,10q25.3,10,10q
TRUB1,142940,10q25.3,10,10q
ATRNL1,26033,10q25.3,10,10q
GFRA1,2674,10q25.3,10,10q
C10orf96,374355,10q25.3,10,10q
PNLIPRP3,119548,10q25.3,10,10q
PNLIP,5406,10q25.3,10,10q
PNLIPRP1,5407,10q25.3,10,10q
PNLIPRP2,5408,10q25.3,10,10q
C10orf82,143379,10q25.3,10,10q
HSPA12A,259217,10q25.3,10,10q
ENO4,387712,10q25.3,10,10q
KIAA1598,57698,10q25.3,10,10q
VAX1,11023,10q25.3,10,10q
MIR3663,100500893,10q25.3,10,10q
KCNK18,338567,10q25.3,10,10q
SLC18A2,6571,10q25.3,10,10q
PDZD8,118987,10q25.3,10,10q
EMX2OS,196047,10q26.11,10,10q
EMX2,2018,10q26.11,10,10q
RAB11FIP2,22841,10q26.11,10,10q
CASC2,255082,10q26.11,10,10q
FAM204A,63877,10q26.11,10,10q
PRLHR,2834,10q26.11,10,10q
C10orf46,143384,10q26.11,10,10q
NANOS1,340719,10q26.11,10,10q
EIF3A,8661,10q26.11,10,10q
SNORA19,641451,10q26.11,10,10q
FAM45A,404636,10q26.11,10,10q
FAM45B|chr10,55855,10q26.11,10,10q
SFXN4,119559,10q26.11,10,10q
PRDX3,10935,10q26.11,10,10q
GRK5,2869,10q26.11,10,10q
MIR4681,100616398,10q26.11,10,10q
RGS10,6001,10q26.11,10,10q
TIAL1,7073,10q26.11,10,10q
BAG3,9531,10q26.11,10,10q
INPP5F,22876,10q26.11,10,10q
MCMBP,79892,10q26.11,10,10q
SEC23IP,11196,10q26.11,10,10q
MIR4682,100616322,10q26.12,10,10q
PPAPDC1A,196051,10q26.12,10,10q
LOC283089,283089,10q26.12,10,10q
WDR11,55717,10q26.12,10,10q
FGFR2,2263,10q26.13,10,10q
ATE1,11101,10q26.13,10,10q
NSMCE4A,54780,10q26.13,10,10q
TACC2,10579,10q26.13,10,10q
BTBD16,118663,10q26.13,10,10q
PLEKHA1,59338,10q26.13,10,10q
MIR3941,100500866,10q26.13,10,10q
ARMS2,387715,10q26.13,10,10q
HTRA1,5654,10q26.13,10,10q
DMBT1,1755,10q26.13,10,10q
C10orf120,399814,10q26.13,10,10q
FLJ46361,375940,10q26.13,10,10q
CUZD1,50624,10q26.13,10,10q
FAM24B-CUZD1,100533195,10q26.13,10,10q
FAM24B,196792,10q26.13,10,10q
LOC399815,399815,10q26.13,10,10q
FAM24A,118670,10q26.13,10,10q
C10orf88,80007,10q26.13,10,10q
PSTK,118672,10q26.13,10,10q
IKZF5,64376,10q26.13,10,10q
ACADSB,36,10q26.13,10,10q
HMX3,340784,10q26.13,10,10q
BUB3,9184,10q26.13,10,10q
HMX2,3167,10q26.13,10,10q
GPR26,2849,10q26.13,10,10q
CPXM2,119587,10q26.13,10,10q
CHST15,51363,10q26.13,10,10q
OAT,4942,10q26.13,10,10q
NKX1-2,390010,10q26.13,10,10q
LHPP,64077,10q26.13,10,10q
FAM53B,9679,10q26.13,10,10q
METTL10,399818,10q26.13,10,10q
FAM175B,23172,10q26.13,10,10q
ZRANB1,54764,10q26.13,10,10q
CTBP2,1488,10q26.13,10,10q
MIR4296,100423041,10q26.13,10,10q
hsa-mir-4296,-1551,10q26.13,10,10q
LOC100169752,100169752,10q26.13,10,10q
C10orf122,387718,10q26.13,10,10q
LOC283038,283038,10q26.13,10,10q
FLJ37035,399821,10q26.13,10,10q
C10orf137,26098,10q26.13,10,10q
MMP21,118856,10q26.13,10,10q
UROS,7390,10q26.13,10,10q
MIR4484,100616327,10q26.2,10,10q
BCCIP,56647,10q26.2,10,10q
DHX32,55760,10q26.2,10,10q
FANK1,92565,10q26.2,10,10q
ADAM12,8038,10q26.2,10,10q
C10orf90,118611,10q26.2,10,10q
DOCK1,1793,10q26.2,10,10q
FAM196A,642938,10q26.2,10,10q
NPS,594857,10q26.2,10,10q
FOXI2,399823,10q26.2,10,10q
CLRN3,119467,10q26.2,10,10q
PTPRE,5791,10q26.2,10,10q
MKI67,4288,10q26.2,10,10q
MGMT,4255,10q26.3,10,10q
EBF3,253738,10q26.3,10,10q
MIR4297,100422873,10q26.3,10,10q
hsa-mir-4297,-1589,10q26.3,10,10q
LOC387723,387723,10q26.3,10,10q
CTAGE7P,119437,10q26.3,10,10q
GLRX3,10539,10q26.3,10,10q
MIR378C,100422867,10q26.3,10,10q
hsa-mir-378c,-1597,10q26.3,10,10q
TCERG1L,256536,10q26.3,10,10q
FLJ46300,399827,10q26.3,10,10q
PPP2R2D,55844,10q26.3,10,10q
BNIP3,664,10q26.3,10,10q
JAKMIP3,282973,10q26.3,10,10q
DPYSL4,10570,10q26.3,10,10q
STK32C,282974,10q26.3,10,10q
LRRC27,80313,10q26.3,10,10q
PWWP2B,170394,10q26.3,10,10q
C10orf91,170393,10q26.3,10,10q
INPP5A,3632,10q26.3,10,10q
NKX6-2,84504,10q26.3,10,10q
TTC40,54777,10q26.3,10,10q
LOC399829,399829,10q26.3,10,10q
GPR123,84435,10q26.3,10,10q
KNDC1,85442,10q26.3,10,10q
UTF1,8433,10q26.3,10,10q
VENTX,27287,10q26.3,10,10q
MIR202,574448,10q26.3,10,10q
hsa-mir-202,-1615,10q26.3,10,10q
ADAM8,101,10q26.3,10,10q
TUBGCP2,10844,10q26.3,10,10q
ZNF511,118472,10q26.3,10,10q
CALY,50632,10q26.3,10,10q
PRAP1,118471,10q26.3,10,10q
C10orf125,282969,10q26.3,10,10q
ECHS1,1892,10q26.3,10,10q
MIR3944,100500911,10q26.3,10,10q
PAOX,196743,10q26.3,10,10q
MTG1,92170,10q26.3,10,10q
SPRN,503542,10q26.3,10,10q
LOC619207,619207,10q26.3,10,10q
CYP2E1,1571,10q26.3,10,10q
SYCE1,93426,10q26.3,10,10q
SPRNP1,399833,10q26.3,10,10q
FRG2B,441581,10q26.3,10,10q
DUX2|chr10,26583,10q26.3,10,10q
DUX4L2|chr10,728410,10q26.3,10,10q
DUX4L3|chr10,653548,10q26.3,10,10q
DUX4L5|chr10,653545,10q26.3,10,10q
DUX4L6|chr10,653544,10q26.3,10,10q
DUX4L7,653543,10q26.3,10,10q
DUX4|chr10,22947,10q26.3,10,10q
LOC100133161,100133161,11p15.5,11,11p
LOC653486,653486,11p15.5,11,11p
ODF3,113746,11p15.5,11,11p
SCGB1C1,147199,11p15.5,11,11p
BET1L,51272,11p15.5,11,11p
RIC8A,60626,11p15.5,11,11p
SIRT3,23410,11p15.5,11,11p
PSMD13,5719,11p15.5,11,11p
NLRP6,171389,11p15.5,11,11p
ATHL1,80162,11p15.5,11,11p
IFITM5,387733,11p15.5,11,11p
IFITM2,10581,11p15.5,11,11p
IFITM1,8519,11p15.5,11,11p
IFITM3,10410,11p15.5,11,11p
B4GALNT4,338707,11p15.5,11,11p
PKP3,11187,11p15.5,11,11p
SIGIRR,59307,11p15.5,11,11p
ANO9,338440,11p15.5,11,11p
PTDSS2,81490,11p15.5,11,11p
RNH1,6050,11p15.5,11,11p
HRAS,3265,11p15.5,11,11p
LRRC56,115399,11p15.5,11,11p
C11orf35,256329,11p15.5,11,11p
MIR210HG,100506211,11p15.5,11,11p
MIR210,406992,11p15.5,11,11p
RASSF7,8045,11p15.5,11,11p
hsa-mir-210,-589,11p15.5,11,11p
LOC143666,143666,11p15.5,11,11p
PHRF1,57661,11p15.5,11,11p
CDHR5,53841,11p15.5,11,11p
IRF7,3665,11p15.5,11,11p
SCT,6343,11p15.5,11,11p
DRD4,1815,11p15.5,11,11p
DEAF1,10522,11p15.5,11,11p
TMEM80,283232,11p15.5,11,11p
EPS8L2,64787,11p15.5,11,11p
TALDO1,6888,11p15.5,11,11p
PDDC1,347862,11p15.5,11,11p
NS3BP,171391,11p15.5,11,11p
CEND1,51286,11p15.5,11,11p
SLC25A22,79751,11p15.5,11,11p
PIDD,55367,11p15.5,11,11p
RPLP2,6181,11p15.5,11,11p
SNORA52,619565,11p15.5,11,11p
PNPLA2,57104,11p15.5,11,11p
EFCAB4A,283229,11p15.5,11,11p
CD151,977,11p15.5,11,11p
POLR2L,5441,11p15.5,11,11p
TSPAN4,7106,11p15.5,11,11p
CHID1,66005,11p15.5,11,11p
AP2A2,161,11p15.5,11,11p
MUC6,4588,11p15.5,11,11p
MUC2,4583,11p15.5,11,11p
MUC5B,727897,11p15.5,11,11p
TOLLIP,54472,11p15.5,11,11p
LOC255512,255512,11p15.5,11,11p
BRSK2,9024,11p15.5,11,11p
MOB2,81532,11p15.5,11,11p
DUSP8,1850,11p15.5,11,11p
LOC338651,338651,11p15.5,11,11p
KRTAP5-1,387264,11p15.5,11,11p
KRTAP5-2,440021,11p15.5,11,11p
KRTAP5-3,387266,11p15.5,11,11p
KRTAP5-4,387267,11p15.5,11,11p
KRTAP5-5,439915,11p15.5,11,11p
FAM99A,387742,11p15.5,11,11p
FAM99B,100132464,11p15.5,11,11p
KRTAP5-6,440023,11p15.5,11,11p
IFITM10,402778,11p15.5,11,11p
CTSD,1509,11p15.5,11,11p
SYT8,90019,11p15.5,11,11p
TNNI2,7136,11p15.5,11,11p
LSP1,4046,11p15.5,11,11p
MIR4298,100423021,11p15.5,11,11p
hsa-mir-4298,-599,11p15.5,11,11p
TNNT3,7140,11p15.5,11,11p
MRPL23,6150,11p15.5,11,11p
MRPL23-AS1,100133545,11p15.5,11,11p
H19,283120,11p15.5,11,11p
MIR675,100033819,11p15.5,11,11p
hsa-mir-675,-600,11p15.5,11,11p
IGF2,3481,11p15.5,11,11p
INS-IGF2,723961,11p15.5,11,11p
MIR483,619552,11p15.5,11,11p
hsa-mir-483,-601,11p15.5,11,11p
IGF2-AS1,51214,11p15.5,11,11p
INS,3630,11p15.5,11,11p
MIR4686,100616126,11p15.5,11,11p
TH,7054,11p15.5,11,11p
ASCL2,430,11p15.5,11,11p
C11orf21,29125,11p15.5,11,11p
TSPAN32,10077,11p15.5,11,11p
CD81,975,11p15.5,11,11p
TRPM5,29850,11p15.5,11,11p
TSSC4,10078,11p15.5,11,11p
KCNQ1,3784,11p15.5,11,11p
KCNQ1OT1,10984,11p15.5,11,11p
KCNQ1DN,55539,11p15.4,11,11p
CDKN1C,1028,11p15.4,11,11p
SLC22A18AS,5003,11p15.4,11,11p
SLC22A18,5002,11p15.4,11,11p
PHLDA2,7262,11p15.4,11,11p
NAP1L4,4676,11p15.4,11,11p
SNORA54,677833,11p15.4,11,11p
CARS,833,11p15.4,11,11p
OSBPL5,114879,11p15.4,11,11p
C11orf36,283303,11p15.4,11,11p
MRGPRG,386746,11p15.4,11,11p
MRGPRE,116534,11p15.4,11,11p
ZNF195,7748,11p15.4,11,11p
LOC650368,650368,11p15.4,11,11p
OR7E12P,10821,11p15.4,11,11p
TRPC2,7221,11p15.4,11,11p
ART1,417,11p15.4,11,11p
ART5,116969,11p15.4,11,11p
CHRNA10,57053,11p15.4,11,11p
NUP98,4928,11p15.4,11,11p
PGAP2,27315,11p15.4,11,11p
RHOG,391,11p15.4,11,11p
MIR4687,100616453,11p15.4,11,11p
STIM1,6786,11p15.4,11,11p
RRM1,6240,11p15.4,11,11p
OR52B4,143496,11p15.4,11,11p
TRIM21,6737,11p15.4,11,11p
OR52K2,119774,11p15.4,11,11p
OR52K1,390036,11p15.4,11,11p
OR52M1,119772,11p15.4,11,11p
C11orf40,143501,11p15.4,11,11p
OR52I2,143502,11p15.4,11,11p
OR52I1,390037,11p15.4,11,11p
TRIM68,55128,11p15.4,11,11p
OR51D1,390038,11p15.4,11,11p
OR51E1,143503,11p15.4,11,11p
OR51E2,81285,11p15.4,11,11p
OR51F1,256892,11p15.4,11,11p
OR52R1,119695,11p15.4,11,11p
OR51F2,119694,11p15.4,11,11p
OR51S1,119692,11p15.4,11,11p
OR51T1,401665,11p15.4,11,11p
OR51A7,119687,11p15.4,11,11p
OR51G2,81282,11p15.4,11,11p
OR51G1,79324,11p15.4,11,11p
OR51A4,401666,11p15.4,11,11p
OR51A2,401667,11p15.4,11,11p
MMP26,56547,11p15.4,11,11p
OR51L1,119682,11p15.4,11,11p
OR52J3,119679,11p15.4,11,11p
OR52E2,119678,11p15.4,11,11p
OR52A5,390054,11p15.4,11,11p
OR52A1,23538,11p15.4,11,11p
OR51V1,283111,11p15.4,11,11p
HBB,3043,11p15.4,11,11p
HBBP1,3044,11p15.4,11,11p
HBD,3045,11p15.4,11,11p
HBG1,3047,11p15.4,11,11p
HBG2,3048,11p15.4,11,11p
HBE1,3046,11p15.4,11,11p
OR51B4,79339,11p15.4,11,11p
OR51B2,79345,11p15.4,11,11p
OR51B5,282763,11p15.4,11,11p
OR51B6,390058,11p15.4,11,11p
OR51M1,390059,11p15.4,11,11p
OR51Q1,390061,11p15.4,11,11p
OR51I1,390063,11p15.4,11,11p
OR51I2,390064,11p15.4,11,11p
OR52D1,390066,11p15.4,11,11p
UBQLN3,50613,11p15.4,11,11p
UBQLNL,143630,11p15.4,11,11p
OR52H1,390067,11p15.4,11,11p
OR52B6,340980,11p15.4,11,11p
TRIM6-TRIM34,445372,11p15.4,11,11p
TRIM6,117854,11p15.4,11,11p
TRIM34,53840,11p15.4,11,11p
TRIM78P,117852,11p15.4,11,11p
TRIM5,85363,11p15.4,11,11p
TRIM22,10346,11p15.4,11,11p
OR56B1,387748,11p15.4,11,11p
OR52N4,390072,11p15.4,11,11p
OR52N5,390075,11p15.4,11,11p
OR52N1,79473,11p15.4,11,11p
OR52N2,390077,11p15.4,11,11p
OR52E6,390078,11p15.4,11,11p
OR52E8,390079,11p15.4,11,11p
OR52E4,390081,11p15.4,11,11p
OR56A3,390083,11p15.4,11,11p
OR56A5,390084,11p15.4,11,11p
OR52L1,338751,11p15.4,11,11p
OR56A4,120793,11p15.4,11,11p
OR56A1,120796,11p15.4,11,11p
OR56B4,196335,11p15.4,11,11p
OR52B2,255725,11p15.4,11,11p
OR52W1,120787,11p15.4,11,11p
C11orf42,160298,11p15.4,11,11p
FAM160A2,84067,11p15.4,11,11p
CNGA4,1262,11p15.4,11,11p
CCKBR,887,11p15.4,11,11p
PRKCDBP,112464,11p15.4,11,11p
APBB1,322,11p15.4,11,11p
SMPD1,6609,11p15.4,11,11p
HPX,3263,11p15.4,11,11p
TRIM3,10612,11p15.4,11,11p
ARFIP2,23647,11p15.4,11,11p
FXC1,26515,11p15.4,11,11p
DNHD1,144132,11p15.4,11,11p
ILK,3611,11p15.4,11,11p
RRP8,23378,11p15.4,11,11p
TAF10,6881,11p15.4,11,11p
TPP1,1200,11p15.4,11,11p
DCHS1,8642,11p15.4,11,11p
MRPL17,63875,11p15.4,11,11p
GVINP1,387751,11p15.4,11,11p
OR2AG2,338755,11p15.4,11,11p
OR2AG1,144125,11p15.4,11,11p
OR6A2,8590,11p15.4,11,11p
OR10A5,144124,11p15.4,11,11p
OR10A2,341276,11p15.4,11,11p
OR10A4,283297,11p15.4,11,11p
OR2D2,120776,11p15.4,11,11p
OR2D3,120775,11p15.4,11,11p
ZNF215,7762,11p15.4,11,11p
ZNF214,7761,11p15.4,11,11p
NLRP14,338323,11p15.4,11,11p
RBMXL2,27288,11p15.4,11,11p
hsa-mir-302e,-640,11p15.4,11,11p
SYT9,143425,11p15.4,11,11p
OLFML1,283298,11p15.4,11,11p
PPFIBP2,8495,11p15.4,11,11p
CYB5R2,51700,11p15.4,11,11p
OVCH2,341277,11p15.4,11,11p
OR5P2,120065,11p15.4,11,11p
OR5P3,120066,11p15.4,11,11p
OR5E1P,26343,11p15.4,11,11p
LOC283299,283299,11p15.4,11,11p
OR10A6,390093,11p15.4,11,11p
OR10A3,26496,11p15.4,11,11p
NLRP10,338322,11p15.4,11,11p
EIF3F,8665,11p15.4,11,11p
TUB,7275,11p15.4,11,11p
RIC3,79608,11p15.4,11,11p
LMO1,4004,11p15.4,11,11p
STK33,65975,11p15.4,11,11p
TRIM66,9866,11p15.4,11,11p
RPL27A,6157,11p15.4,11,11p
SNORA3,619562,11p15.4,11,11p
SNORA45,677826,11p15.4,11,11p
ST5,6764,11p15.4,11,11p
AKIP1,56672,11p15.4,11,11p
C11orf16,56673,11p15.4,11,11p
ASCL3,56676,11p15.4,11,11p
TMEM9B,56674,11p15.4,11,11p
NRIP3,56675,11p15.4,11,11p
SCUBE2,57758,11p15.4,11,11p
KRT8P41,283102,11p15.4,11,11p
DENND5A,23258,11p15.4,11,11p
TMEM41B,440026,11p15.4,11,11p
IPO7,10527,11p15.4,11,11p
SNORA23,677808,11p15.4,11,11p
LOC644656,644656,11p15.4,11,11p
ZNF143,7702,11p15.4,11,11p
WEE1,7465,11p15.4,11,11p
SWAP70,23075,11p15.4,11,11p
LOC283104,283104,11p15.4,11,11p
LOC440028,440028,11p15.4,11,11p
SBF2,81846,11p15.4,11,11p
ADM,133,11p15.4,11,11p
AMPD3,272,11p15.4,11,11p
MIR4485,100616263,11p15.4,11,11p
MTRNR2L8,100463486,11p15.4,11,11p
RNF141,50862,11p15.4,11,11p
MRVI1-AS1,100129827,11p15.4,11,11p
LYVE1,10894,11p15.4,11,11p
MRVI1,10335,11p15.4,11,11p
CTR9,9646,11p15.3,11,11p
EIF4G2,1982,11p15.3,11,11p
SNORD97,692223,11p15.3,11,11p
ZBED5,58486,11p15.3,11,11p
LOC729013,729013,11p15.3,11,11p
GALNTL4,374378,11p15.3,11,11p
CSNK2A1P,283106,11p15.3,11,11p
MIR4299,100423026,11p15.3,11,11p
hsa-mir-4299,-674,11p15.3,11,11p
USP47,55031,11p15.3,11,11p
DKK3,27122,11p15.3,11,11p
MICAL2,9645,11p15.3,11,11p
MICALCL,84953,11p15.3,11,11p
PARVA,55742,11p15.3,11,11p
TEAD1,7003,11p15.3,11,11p
LOC100506305,100506305,11p15.2,11,11p
RASSF10,644943,11p15.2,11,11p
ARNTL,406,11p15.2,11,11p
BTBD10,84280,11p15.2,11,11p
PTH,5741,11p15.2,11,11p
FAR1,84188,11p15.2,11,11p
SPON1,10418,11p15.2,11,11p
RRAS2,22800,11p15.2,11,11p
COPB1,1315,11p15.2,11,11p
PSMA1,5682,11p15.2,11,11p
PDE3B,5140,11p15.2,11,11p
CYP2R1,120227,11p15.2,11,11p
CALCA,796,11p15.2,11,11p
CALCB,797,11p15.2,11,11p
INSC,387755,11p15.2,11,11p
SOX6,55553,11p15.2,11,11p
C11orf58,10944,11p15.1,11,11p
PLEKHA7,144100,11p15.1,11,11p
OR7E14P,10819,11p15.1,11,11p
RPS13,6207,11p15.1,11,11p
PIK3C2A,5286,11p15.1,11,11p
NUCB2,4925,11p15.1,11,11p
B7H6,374383,11p15.1,11,11p
KCNJ11,3767,11p15.1,11,11p
ABCC8,6833,11p15.1,11,11p
USH1C,10083,11p15.1,11,11p
MYOD1,4654,11p15.1,11,11p
KCNC1,3746,11p15.1,11,11p
SERGEF,26297,11p15.1,11,11p
TPH1,7166,11p15.1,11,11p
SAAL1,113174,11p15.1,11,11p
SAA3P,6290,11p15.1,11,11p
MRGPRX3,117195,11p15.1,11,11p
MRGPRX4,117196,11p15.1,11,11p
LOC494141,494141,11p15.1,11,11p
SAA2-SAA4,100528017,11p15.1,11,11p
SAA4,6291,11p15.1,11,11p
SAA2,6289,11p15.1,11,11p
SAA1,6288,11p15.1,11,11p
HPS5,11234,11p15.1,11,11p
GTF2H1,2965,11p15.1,11,11p
hsa-mir-3159,-725,11p15.1,11,11p
LDHA,3939,11p15.1,11,11p
LDHC,3948,11p15.1,11,11p
LDHAL6A,160287,11p15.1,11,11p
TSG101,7251,11p15.1,11,11p
UEVLD,55293,11p15.1,11,11p
LOC100506540,100506540,11p15.1,11,11p
SPTY2D1,144108,11p15.1,11,11p
TMEM86A,144110,11p15.1,11,11p
IGSF22,283284,11p15.1,11,11p
PTPN5,84867,11p15.1,11,11p
MRGPRX1,259249,11p15.1,11,11p
MRGPRX2,117194,11p15.1,11,11p
ZDHHC13,54503,11p15.1,11,11p
CSRP3,8048,11p15.1,11,11p
E2F8,79733,11p15.1,11,11p
NAV2,89797,11p15.1,11,11p
NAV2-AS4,399876,11p15.1,11,11p
MIR4486,100616118,11p15.1,11,11p
LOC100126784,100126784,11p15.1,11,11p
MIR4694,100616426,11p15.1,11,11p
DBX1,120237,11p15.1,11,11p
HTATIP2,10553,11p15.1,11,11p
PRMT3,10196,11p15.1,11,11p
SLC6A5,9152,11p15.1,11,11p
NELL1,4745,11p15.1,11,11p
ANO5,203859,11p14.3,11,11p
SLC17A6,57084,11p14.3,11,11p
FANCF,2188,11p14.3,11,11p
GAS2,2620,11p14.3,11,11p
SVIP,258010,11p14.3,11,11p
LOC100500938,100500938,11p14.3,11,11p
LUZP2,338645,11p14.3,11,11p
ANO3,63982,11p14.2,11,11p
MUC15,143662,11p14.2,11,11p
SLC5A12,159963,11p14.2,11,11p
FIBIN,387758,11p14.2,11,11p
BBOX1,8424,11p14.2,11,11p
CCDC34,91057,11p14.1,11,11p
LGR4,55366,11p14.1,11,11p
LIN7C,55327,11p14.1,11,11p
BDNF-AS1,497258,11p14.1,11,11p
BDNF,627,11p14.1,11,11p
KIF18A,81930,11p14.1,11,11p
MIR610,693195,11p14.1,11,11p
hsa-mir-610,-799,11p14.1,11,11p
METTL15,196074,11p14.1,11,11p
KCNA4,3739,11p14.1,11,11p
FSHB,2488,11p14.1,11,11p
C11orf46,120534,11p14.1,11,11p
MPPED2,744,11p14.1,11,11p
DCDC5,100506627,11p14.1,11,11p
DCDC1,341019,11p13,11,11p
DNAJC24,120526,11p13,11,11p
IMMP1L,196294,11p13,11,11p
ELP4,26610,11p13,11,11p
PAX6,5080,11p13,11,11p
DKFZp686K1684,440034,11p13,11,11p
RCN1,5954,11p13,11,11p
WT1,7490,11p13,11,11p
WT1-AS,51352,11p13,11,11p
EIF3M,10480,11p13,11,11p
CCDC73,493860,11p13,11,11p
PRRG4,79056,11p13,11,11p
QSER1,79832,11p13,11,11p
DEPDC7,91614,11p13,11,11p
TCP11L1,55346,11p13,11,11p
LINC00294,283267,11p13,11,11p
CSTF3,1479,11p13,11,11p
LOC338739,338739,11p13,11,11p
HIPK3,10114,11p13,11,11p
C11orf41,25758,11p13,11,11p
C11orf91,100131378,11p13,11,11p
CD59,966,11p13,11,11p
FBXO3,26273,11p13,11,11p
LMO2,4005,11p13,11,11p
CAPRIN1,4076,11p13,11,11p
NAT10,55226,11p13,11,11p
ABTB2,25841,11p13,11,11p
CAT,847,11p13,11,11p
ELF5,2001,11p13,11,11p
EHF,26298,11p13,11,11p
APIP,51074,11p13,11,11p
PDHX,8050,11p13,11,11p
MIR1343,100616437,11p13,11,11p
CD44,960,11p13,11,11p
SLC1A2,6506,11p13,11,11p
PAMR1,25891,11p13,11,11p
FJX1,24147,11p13,11,11p
TRIM44,54765,11p13,11,11p
LDLRAD3,143458,11p13,11,11p
MIR3973,100616311,11p13,11,11p
COMMD9,29099,11p13,11,11p
PRR5L,79899,11p13,11,11p
TRAF6,7189,11p12,11,11p
RAG1,5896,11p12,11,11p
RAG2,5897,11p12,11,11p
C11orf74,119710,11p12,11,11p
